,title,freq,D
4151,дракон,16.6,85
4152,дракончик,0.5,75
4153,драма,22.6,91
4154,драматизм,2.7,89
4155,драматург,13.3,88
4156,драматургия,6.4,87
4157,драмкружок,1.0,80
4158,драмтеатр,0.8,85
4159,драндулет,0.5,83
4160,дранка,0.6,82
4161,драп,0.5,80
4162,драпировка,0.9,82
4163,дратва,0.5,67
4164,драхма,0.6,75
4165,драчун,1.2,87
4166,дребедень,1.7,89
4167,дребезг,0.5,81
4168,дребезжание,0.6,82
4169,древесина,16.5,78
4170,древко,1.5,85
4171,древние,1.5,91
4172,древность,12.0,89
4173,древо,5.0,89
4174,древостой,6.2,70
4175,дредноут,0.5,77
4176,дрезина,1.2,74
4177,дрейф,1.9,81
4178,дрель,1.4,79
4179,дрема,2.5,89
4180,дремота,1.9,87
4181,дренаж,1.3,81
4182,дрессировка,1.2,83
4183,дрессировщик,3.1,68
4184,дробилка,2.6,63
4185,дробление,3.1,76
4186,дробовик,0.5,81
4187,дробь,6.8,90
4188,дрова,25.8,93
4189,дровишки,1.1,82
4190,дровни,0.5,64
4191,дровосек,0.8,71
4192,дрога,0.4,80
4193,дрожание,1.3,89
4194,дрожжи,4.8,91
4195,дрожки,0.5,75
4196,дрожь,12.5,91
4197,дрозд,2.7,76
4198,дрозофила,0.8,61
4199,дроссель,0.4,75
4200,дротик,0.8,73
4201,дрофа,0.4,71
4202,друг,874.2,97
4203,друган,0.5,70
4204,дружба,59.0,96
4205,дружбан,0.5,73
4206,дружелюбие,1.8,91
4207,дружина,9.6,74
4208,дружинник,5.1,68
4209,дружище,3.6,77
4210,дружка,10.8,89
4211,дружок,10.2,90
4212,друид,0.5,68
4213,дрын,0.4,78
4214,дрязги,1.1,88
4215,дрянь,11.9,91
4216,дряхлость,0.5,79
4217,дуализм,1.2,77
4218,дуб,17.8,89
4219,дубина,4.0,89
4220,дубинка,5.1,89
4221,дубленка,4.5,85
4222,дублер,2.5,82
4223,дубликат,1.6,77
4224,дублирование,1.9,85
4225,дубль,5.3,77
4226,дубляж,0.5,78
4227,дубненец,2.1,77
4228,дубняк,0.4,78
4229,дубок,0.9,82
4230,дубрава,1.8,74
4231,дуга,12.2,89
4232,дудка,2.5,89
4233,дудник,0.5,61
4234,дудочка,1.6,83
4235,дужка,2.1,87
4236,дукат,0.5,80
4237,дуло,4.8,90
4238,дуля,0.9,73
4239,дума,85.5,91
4240,думец,2.6,84
4241,думка,0.7,82
4242,дуновение,2.6,90
4243,дупло,2.6,87
4244,дура,29.5,89
4245,дурак,69.8,92
4246,дуралей,0.7,77
4247,дурачок,7.7,89
4248,дурачье,0.4,78
4249,дурашка,0.5,74
4250,дурдом,2.5,85
4251,дурень,2.4,85
4252,дуреха,1.2,83
4253,дурка,0.4,64
4254,дурман,1.8,89
4255,дурнота,1.0,84
4256,дурнушка,0.6,84
4257,дурость,1.9,86
4258,дурочка,6.1,88
4259,дуршлаг,1.2,65
4260,дурь,5.8,91
4261,дуст,0.5,79
4262,дух,153.5,91
4263,духи,22.3,94
4264,духовенство,8.8,81
4265,духовик,0.4,74
4266,духовка,6.2,83
4267,духовник,3.8,67
4268,духовность,7.8,89
4269,духота,5.9,91
4270,дуче,0.4,70
4271,душ,16.1,93
4272,душа,356.8,94
4273,душевая,1.7,86
4274,душевнобольной,1.0,82
4275,душевность,1.4,84
4276,душегуб,0.9,84
4277,душегубка,0.6,78
4278,душенька,1.1,80
4279,душечка,0.6,82
4280,душитель,0.5,84
4281,душица,0.6,77
4282,душка,1.0,78
4283,душман,1.2,74
4284,душок,1.5,89
4285,душонка,0.6,84
4286,дуэль,9.0,90
4287,дуэлянт,0.8,81
4288,дуэт,9.3,88
4289,дхарма,0.6,64
4290,дыба,1.2,87
4291,дыбы,2.3,90
4292,дылда,0.9,78
4293,дым,58.8,92
4294,дымка,6.3,92
4295,дымок,7.5,89
4296,дымоход,1.3,87
4297,дыня,4.1,84
4298,дыра,31.6,92
4299,дырка,22.7,78
4300,дырочка,6.9,90
4301,дых,1.2,85
4302,дыхание,54.6,94
4303,дыханье,1.4,86
4304,дышло,0.8,87
4305,дьявол,19.3,90
4306,дьявольщина,0.5,77
4307,дьяк,1.4,67
4308,дьякон,1.8,82
4309,дьячок,0.6,78
4310,дэ,1.9,79
4311,дэз,0.5,76
4312,дюжина,7.6,92
4313,дюйм,3.9,80
4314,дюймовочка,0.6,83
4315,дюна,2.0,86
4316,дяденька,4.3,90
4317,дядечка,1.5,83
4318,дядька,11.8,87
4319,дядюшка,7.9,71
4320,дядя,107.5,90
4321,дятел,3.1,79
4322,евразиец,0.4,76
4323,евразийство,0.5,68
4324,еврей,84.1,91
4325,еврейка,5.0,91
4326,еврейство,3.2,85
4327,евро,18.0,88
4328,еврооблигация,1.1,81
4329,европеец,12.4,91
4330,евроремонт,1.4,85
4331,евростандарт,0.4,79
4332,евротур,0.4,66
4333,егерь,3.7,74
4334,египтянин,3.1,84
4335,еда,56.9,95
4336,единение,5.9,92
4337,единица,52.4,88
4338,единобожие,0.5,73
4339,единоборство,5.0,87
4340,единоверец,1.1,87
4341,единогласие,0.4,79
4342,единодушие,1.7,89
4343,единоличник,0.7,79
4344,единомыслие,1.1,86
4345,единомышленник,8.9,92
4346,единоначалие,0.5,82
4347,единообразие,1.4,83
4348,единоросс,3.4,82
4349,единственность,1.2,79
4350,единство,40.9,90
4351,едок,1.4,88
4352,еж,7.5,86
4353,ежевика,2.2,77
4354,ежегодник,1.3,76
4355,ежедневник,0.7,77
4356,ежемесячник,0.4,81
4357,еженедельник,4.4,82
4358,ежик,10.8,67
4359,ежовщина,0.4,67
4360,езда,11.4,94
4361,ездовой,1.0,61
4362,ездок,0.8,84
4363,елей,0.8,78
4364,елец,1.0,74
4365,елка,22.3,92
4366,елочка,5.1,91
4367,ель,11.0,89
4368,ельник,2.6,84
4369,емкость,13.3,91
4370,енот,0.9,76
4371,епархия,11.1,83
4372,епископ,19.2,78
4373,епископат,0.5,77
4374,епитрахиль,0.5,72
4375,ер,4.4,83
4376,ералаш,0.5,73
4377,ересь,4.5,86
4378,еретик,2.6,83
4379,ермолка,0.6,77
4380,ерунда,23.1,91
4381,ерш,1.5,82
4382,ершик,0.4,74
4383,есаул,1.0,76
4384,естественность,4.0,89
4385,естество,4.8,80
4386,естествознание,4.6,61
4387,естествоиспытатель,1.6,73
4388,ефрейтор,4.4,72
4389,ехидство,1.6,88
4390,жаба,4.4,87
4391,жабо,0.6,79
4392,жаворонок,3.0,84
4393,жадность,9.1,93
4394,жажда,20.0,95
4395,жакет,2.4,88
4396,жакетка,0.4,74
4397,жалкость,0.4,65
4398,жало,2.3,88
4399,жалоба,40.1,81
4400,жалобщик,0.5,83
4401,жалование,1.3,83
4402,жалованье,4.8,91
4403,жалость,23.5,92
4404,жалюзи,2.1,86
4405,жандарм,5.0,84
4406,жандармерия,0.9,79
4407,жанр,36.0,91
4408,жар,17.8,91
4409,жара,30.5,94
4410,жаргон,4.1,92
4411,жарища,0.5,81
4412,жарка,0.8,77
4413,жаркое,1.0,86
4414,жаровня,1.4,85
4415,жар-птица,1.8,83
4416,жасмин,2.3,88
4417,жатва,1.5,81
4418,жатка,0.4,65
4419,жбан,0.5,73
4420,жвачка,3.7,91
4421,жгут,3.6,88
4422,жезл,3.5,86
4423,желаемое,1.2,89
4424,желание,143.6,97
4425,желанье,0.9,86
4426,желательность,0.5,83
4427,желатин,1.3,67
4428,желающий,16.4,93
4429,желвак,3.0,80
4430,желе,2.1,75
4431,железа,14.7,64
4432,железка,4.5,88
4433,железнодорожник,6.1,89
4434,железняк,0.5,82
4435,железо,28.6,94
4436,железобетон,1.7,75
4437,железяка,2.0,88
4438,желоб,2.5,84
4439,желобок,1.1,72
4440,желтизна,2.5,88
4441,желток,3.3,83
4442,желтуха,1.0,81
4443,желудок,22.0,93
4444,желудь,1.7,85
4445,желчь,2.1,90
4446,жеманство,0.4,82
4447,жемчуг,5.1,88
4448,жемчужина,6.8,88
4449,жена,376.8,94
4450,женатик,0.4,67
4451,женитьба,8.6,92
4452,жених,25.2,88
4453,женишок,0.4,77
4454,женка,0.6,81
4455,женсовет,0.6,65
4456,женственность,3.0,92
4457,женушка,0.8,85
4458,женщина,533.3,95
4459,женьшень,0.7,74
4460,жердина,0.6,77
4461,жердочка,1.0,86
4462,жердь,3.6,87
4463,жеребенок,1.6,84
4464,жеребец,6.2,84
4465,жеребчик,0.4,79
4466,жеребьевка,1.2,80
4467,жерло,1.6,86
4468,жернов,2.5,87
4469,жертва,79.3,95
4470,жертвенник,0.8,76
4471,жертвенность,1.5,87
4472,жертвователь,0.5,76
4473,жертвоприношение,3.0,87
4474,жест,45.2,94
4475,жестикуляция,1.2,87
4476,жесткость,7.2,90
4477,жестокость,15.8,94
4478,жесть,3.2,90
4479,жестянка,2.2,88
4480,жетон,3.4,69
4481,жжение,1.2,84
4482,живец,0.6,79
4483,живность,3.1,92
4484,живодер,0.8,81
4485,живодерня,0.4,77
4486,живописец,6.3,89
4487,живописность,0.8,83
4488,живопись,25.8,91
4489,живость,2.9,91
4490,живот,65.6,92
4491,животик,3.0,73
4492,животина,0.7,85
4493,животновод,1.3,83
4494,животноводство,4.2,87
4495,животное,95.9,91
4496,живчик,0.5,70
4497,жигуленок,2.0,83
4498,жигуль,1.4,78
4499,жид,8.9,84
4500,жидкость,31.9,89
4501,жидовка,0.4,73
4502,жижа,3.5,89
4503,жизнедеятельность,9.3,84
4504,жизнелюбие,1.0,87
4505,жизненность,1.0,84
4506,жизнеобеспечение,2.6,88
4507,жизнеописание,2.2,78
4508,жизнерадостность,1.0,85
4509,жизнеспособность,2.9,87
4510,жизнестойкость,0.6,85
4511,жизнеустройство,0.4,79
4512,жизнь,1389.8,96
4513,жизня,0.4,78
4514,жила,9.1,91
4515,жилет,5.0,90
4516,жилетка,2.5,89
4517,жилец,20.4,93
4518,жилище,17.1,94
4519,жилка,7.1,62
4520,жилочка,0.5,77
4521,жилплощадь,5.0,90
4522,жилфонд,0.4,73
4523,жилье,61.1,92
4524,жимолость,1.3,84
4525,жинка,1.0,76
4526,жир,21.9,92
4527,жираф,2.6,86
4528,жирность,1.0,83
4529,жирок,1.0,90
4530,жисть,1.7,78
4531,жись,0.4,64
4532,житель,94.9,94
4533,жительница,2.7,89
4534,жительство,18.1,75
4535,житие,7.3,71
4536,житница,0.5,81
4537,жито,0.5,78
4538,житуха,0.6,84
4539,житье,4.3,90
4540,житье-бытье,1.2,88
4541,жлоб,1.9,87
4542,жмот,0.9,81
4543,жмурик,1.1,62
4544,жмурки,0.4,83
4545,жмых,0.5,83
4546,жнивье,0.4,80
4547,жокей,0.7,79
4548,жонглер,1.9,78
4549,жопа,8.8,82
4550,жратва,3.6,88
4551,жребий,4.0,91
4552,жрец,8.1,79
4553,жужжание,1.8,88
4554,жук,11.7,80
4555,жулик,7.7,92
4556,жулье,1.1,83
4557,жульничество,1.0,88
4558,жупел,1.0,62
4559,журавль,5.2,88
4560,журнал,162.0,94
4561,журналист,97.0,90
4562,журналистика,9.1,87
4563,журналистка,6.0,89
4564,журнальчик,1.6,87
4565,журналюга,0.6,82
4566,журфак,0.7,84
4567,журчание,1.5,89
4568,журчанье,0.4,76
4569,жуть,5.1,89
4570,жучка,1.0,80
4571,жучок,3.7,89
4572,жэк,2.9,87
4573,жюльен,0.5,78
4574,жюри,13.1,86
4575,забава,11.0,86
4576,забастовка,7.5,89
4577,забастовщик,0.4,67
4578,забвение,7.3,93
4579,забвенье,0.5,84
4580,забег,1.6,86
4581,забегаловка,2.5,89
4582,забивание,0.4,83
4583,забияка,0.6,83
4584,заблуждение,15.2,95
4585,забой,6.7,80
4586,забойщик,0.5,77
4587,заболеваемость,5.5,73
4588,заболевание,48.4,86
4589,забор,48.3,92
4590,заборчик,1.6,88
4591,забота,60.5,96
4592,заботливость,1.3,82
4593,забрало,1.7,87
4594,заброс,0.4,79
4595,заброска,0.7,68
4596,заброшенность,0.8,88
4597,забулдыга,0.6,85
4598,забывчивость,2.0,90
4599,забытье,3.8,89
4600,зав,4.6,92
4601,завал,6.4,86
4602,завалинка,2.0,85
4603,заварка,2.5,89
4604,заваруха,0.9,85
4605,заварушка,0.5,82
4606,заведение,39.6,93
4607,заведующая,6.6,89
4608,заведующий,10.1,90
4609,заверение,4.2,91
4610,завершение,26.8,92
4611,завершенность,1.4,86
4612,завеса,4.8,93
4613,завет,17.9,72
4614,завещание,10.9,74
4615,завивка,0.9,85
4616,зависание,0.5,75
4617,зависимость,90.9,88
4618,завистник,2.1,92
4619,зависть,23.2,95
4620,завиток,2.9,90
4621,завитушка,1.4,89
4622,завихрение,0.9,86
4623,завкафедрой,0.7,80
4624,завком,0.4,74
4625,завлаб,0.7,76
4626,завлит,0.9,75
4627,завмаг,0.5,74
4628,завод,164.0,93
4629,заводик,1.5,88
4630,заводила,1.3,89
4631,заводоуправление,0.6,81
4632,заводчанин,0.8,84
4633,заводчик,0.8,80
4634,заводь,1.9,88
4635,завоевание,7.9,92
4636,завоеватель,3.2,90
4637,завоз,1.4,85
4638,заворот,0.7,84
4639,завотделением,0.4,68
4640,завотделом,1.1,68
4641,завсегдатай,3.9,91
4642,завскладом,0.4,65
4643,завтрак,28.3,94
4644,завуч,3.7,81
4645,завхоз,4.0,85
4646,завывание,1.6,88
4647,завышение,0.9,82
4648,завязка,3.9,93
4649,завязь,0.9,77
4650,загадка,25.7,95
4651,загадочность,1.3,90
4652,загар,6.1,90
4653,загашник,0.5,82
4654,загвоздка,1.6,91
4655,загиб,1.1,84
4656,заглавие,3.6,90
4657,загляденье,1.0,88
4658,загнивание,0.6,84
4659,заговор,15.6,93
4660,заговорщик,4.8,89
4661,загогулина,1.0,88
4662,заголовок,9.6,94
4663,загон,3.4,91
4664,загончик,0.4,79
4665,загорание,0.6,76
4666,загород,0.4,71
4667,загородка,1.6,83
4668,заготовитель,0.8,72
